,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96
0,1000223916.0,0.0,82708.58838452479,-234.0581685809797,203.972,58.6197,-57.7577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42686.997112028825,21260.69229630717,38745.3874805855,29262.082664863832,15713.777849142163,32436.473033420465,36869.16821769881,24809.863401977127,32471.558586255473,35768.2537705338,28586.948954812135,50263.64413909045,71940.33932336877,66469.03450764711,75877.72969192543,87876.42487620378,82786.12006048208,43403.81524476039,65362.510429038724,87707.20561331707,97575.90079759539,95793.59598187373,92945.29116615203,114918.98635043036,117920.6815347087,115801.37671898703,174825.0719032653,162813.76708754367,144132.46227182198,163618.15745610034,172829.85264037867,126029.54782465697,157507.24300893533,156777.93819321363,129587.63337749195,150491.3285617703,173827.02374604862,131642.71893032696,127386.41411460527,168270.1092988836,162175.80448316195,170249.49966744025,126796.19485171858,146229.8900359969,113180.58522027523,149930.28040455357,108223.97558883188,111456.67077311024,144654.36595738854,92391.06114166687,151424.7563259452,130903.45151022352,128633.14669450183,109619.84187878018,87669.53706305851,170409.23224733683,140400.31780017182,138202.01298445015,94940.70816872848,139485.4033530068,107661.09853728511,122562.79372156344,113930.48890584178,86093.18409012009,99734.87927439844,98482.57445867675,103310.26964295509,92389.96482723343,92220.66001151173,,
1,1000223917.0,0.0,46536.69601172896,-239.261456440739,218.765,58.1432,-57.5995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17319.034507647113,2124.7296919254295,7300.424876203775,15013.120060482077,13983.815244760393,18641.510429038724,45056.20561331707,55573.90079759539,44944.59598187373,41570.291166152034,47461.986350430365,65537.1815347087,83612.37671898703,58646.07190326533,62993.767087543674,60247.46227182199,111000.15745610034,65914.85264037867,56592.54782465697,96931.24300893533,78250.93819321363,114296.63337749195,67884.3285617703,77039.02374604864,72090.71893032696,90853.41411460527,106918.10929888359,115521.80448316193,129528.49966744024,107959.19485171858,112184.89003599693,95909.58522027523,87295.28040455356,103189.97558883188,104914.67077311024,99749.36595738854,83280.06114166687,87271.7563259452,52587.45151022352,56885.14669450183,73523.84187878018,82243.53706305851,92836.23224733684,93045.92743161516,100904.62261589347,79996.31780017182,67116.01298445015,99740.70816872848,100755.4033530068,64674.098537285114,93521.79372156344,72603.48890584178,67820.18409012009,72808.87927439844,45466.574458676754,58061.269642955085,70133.96482723343,38973.66001151173
2,1000223915.0,0.0,38792.51590410753,-247.44332219848675,180.076,58.6678,-61.5151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39823.91155919386,19979.606743472206,0.0,18786.997112028825,19228.69229630717,0.0,0.0,5560.777849142163,29419.473033420465,26981.16821769881,25746.863401977127,0.0,22436.253770533804,0.0,50649.64413909044,40713.33932336877,41833.03450764711,37765.72969192543,27049.424876203775,33454.12006048208,14337.815244760393,16790.510429038724,43689.20561331707,66496.90079759539,61936.59598187373,37819.291166152034,91961.98635043036,52886.681534708696,53669.37671898703,51307.07190326533,73693.76708754367,69392.46227182199,62324.157456100336,91673.85264037867,80796.54782465697,60997.24300893533,104134.93819321363,100134.63337749195,91521.3285617703,61833.02374604864,85301.71893032696,96199.41411460527,70082.10929888359,85682.80448316193,41486.499667440235,51873.19485171858,89365.89003599693,78677.58522027523,66273.28040455356,58336.975588831876,57521.670773110236,73554.36595738854,88497.06114166687,84237.7563259452,69578.45151022352,89529.14669450183,57189.84187878018,49275.53706305851,61219.23224733684,37780.92743161516,74156.62261589347,46263.31780017182,49793.01298445015,30911.70816872848,34418.4033530068,7911.098537285114,24551.793721563445,20218.488905841776,2980.184090120092,4046.8792743984377,0.0,0.0,0.0,0.0,,
3,1000223539.0,0.0,59106.25050725962,248.1502879191983,184.581,90.0651,-62.1825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19684.900797595386,0.0,42637.291166152034,56514.986350430365,30160.681534708696,47926.37671898703,81582.07190326533,69409.76708754367,91799.46227182199,95673.15745610034,120109.85264037867,116333.54782465697,125340.24300893533,156245.93819321363,146732.63337749196,155630.3285617703,159652.02374604862,141290.71893032696,159871.4141146053,170892.1092988836,145573.80448316195,134451.49966744025,159895.19485171858,141428.8900359969,144911.5852202752,170306.28040455357,138613.97558883188,161399.67077311024,138271.36595738854,161291.06114166687,135036.7563259452,139447.4515102235,102152.14669450183,97902.84187878018,92061.53706305851,90111.23224733684,83874.92743161516,108252.62261589347,54536.31780017182,122300.01298445015,106070.70816872848,102428.4033530068,84280.09853728511,48975.793721563445,52623.488905841776,39007.18409012009,57066.87927439844,59681.574458676754,56327.269642955085,85581.96482723343,0.0,,
4,1000223862.0,2.0,143298.44854095991,-257.5139981744731,223.858,57.4583,-60.9276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37574.35008496727,0.0,25874.740453523904,14912.43563780225,64837.130822080566,55918.82600635887,84815.52119063721,59675.216374915544,71142.91155919386,76121.6067434722,143927.30192775052,126101.99711202882,142517.69229630718,176632.3874805855,132231.08266486385,180830.77784914215,199332.47303342045,219661.1682176988,229012.8634019771,186812.55858625547,183034.2537705338,190460.94895481213,177684.64413909044,230885.33932336877,226786.0345076471,170122.72969192543,187722.42487620376,203420.12006048206,193651.8152447604,176109.51042903872,180251.20561331708,153651.9007975954,174375.59598187375,161554.29116615205,149469.98635043035,107528.6815347087,152220.376718987,177225.0719032653,207549.76708754367,211564.46227182198,201420.15745610034,223760.85264037867,226295.54782465697,236258.24300893533,236744.93819321363,237784.63337749196,229731.3285617703,155635.02374604862,179489.71893032696,176634.4141146053,175286.1092988836,105414.80448316193,135188.49966744025,177892.19485171858,154077.8900359969,138740.5852202752,149902.28040455357,152423.97558883188,174792.67077311024,210146.36595738854,154594.06114166687,176848.7563259452,170084.4515102235,178394.14669450183,158497.84187878016,145195.53706305852,178075.23224733683,147658.92743161516,192268.6226158935,178638.31780017182,206486.01298445015,144672.70816872848,146369.4033530068,153283.0985372851,144909.79372156344,147620.48890584178,130148.18409012009,106035.87927439844,145979.57445867674,134063.2696429551,135406.96482723343,100806.66001151173
5,1000223598.0,2.0,128875.46523187618,260.21660736210555,168.11700000000002,90.7651,-60.1681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37731.997112028825,62269.69229630717,0.0,39920.08266486383,76203.77784914216,67644.47303342047,80506.16821769881,85467.86340197713,86893.55858625547,91370.2537705338,115738.94895481213,122150.64413909044,125415.33932336877,93475.03450764711,101675.72969192543,115456.42487620378,121269.12006048208,176219.8152447604,123436.51042903872,146381.20561331708,153507.9007975954,140689.59598187375,125395.29116615203,154910.98635043035,158423.6815347087,125475.37671898703,143657.0719032653,109861.76708754367,171498.46227182198,191252.15745610034,195467.85264037867,184110.54782465697,218510.24300893533,179801.93819321363,195571.63337749196,178747.3285617703,180311.02374604862,228082.71893032696,249395.4141146053,256984.1092988836,183912.80448316195,228397.49966744025,206325.19485171858,248373.8900359969,207425.5852202752,181550.28040455357,251628.97558883188,195924.67077311024,238622.36595738854,240942.06114166687,256504.7563259452,184753.4515102235,225727.14669450183,225102.84187878016,200628.53706305852,215356.23224733683,182965.92743161516,200717.6226158935,173252.31780017182,218700.01298445015,203690.70816872848,160991.4033530068,221256.0985372851,210995.79372156344,148258.48890584178,154697.18409012008,137957.87927439844,100587.57445867675,124166.26964295509,111349.96482723343,89395.66001151173,,
6,1000223600.0,2.0,110902.73697650767,280.0703933675254,214.551,90.4374,-61.1242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31750.997112028825,34137.69229630717,28920.3874805855,15168.082664863832,66032.77784914216,46966.473033420465,65948.16821769881,72901.86340197713,51746.55858625547,70929.2537705338,72137.94895481213,92822.64413909044,105302.33932336877,89991.03450764711,131017.72969192543,116029.42487620378,141911.12006048206,167019.8152447604,199644.51042903872,158568.20561331708,210994.9007975954,227584.59598187375,228751.29116615205,173365.98635043035,175612.6815347087,166788.376718987,192670.0719032653,206355.76708754367,196030.46227182198,255805.15745610034,263773.85264037864,262198.54782465694,203529.24300893533,219256.93819321363,225105.63337749196,184104.3285617703,228858.02374604862,202217.71893032696,197004.4141146053,161012.1092988836,217944.80448316195,217410.49966744025,203368.19485171858,175876.8900359969,174793.5852202752,158313.28040455357,147640.97558883188,127707.67077311024,110103.36595738854,141779.06114166687,107139.7563259452,118764.45151022352,149479.14669450183,156964.84187878016,101867.53706305851,116830.23224733684,76639.92743161516,127950.62261589347,105770.31780017182,105237.01298445015,94598.70816872848,106253.4033530068,133001.0985372851,115702.79372156344,76232.48890584178,130399.18409012009,93982.87927439844,99139.57445867675,117955.26964295509,126757.96482723343,105673.66001151173
7,1000223898.0,0.0,80936.96698909778,-281.07284900427953,161.296,57.9992,-61.7667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28162.16821769881,19835.863401977127,47937.55858625547,68797.2537705338,56641.948954812135,75073.64413909044,81281.33932336877,105606.03450764711,67827.72969192543,86646.42487620378,71235.12006048208,108166.8152447604,96963.51042903872,95133.20561331707,96164.90079759539,91723.59598187373,88496.29116615203,112483.98635043036,114520.6815347087,125291.37671898703,111611.07190326533,115529.76708754367,87777.46227182199,129157.15745610034,98706.85264037867,111780.54782465697,121802.24300893533,108052.93819321363,92763.63337749195,137786.3285617703,108287.02374604864,124462.71893032696,123439.41411460527,156436.1092988836,150867.80448316195,149895.49966744025,162696.19485171858,136655.8900359969,148702.5852202752,137554.28040455357,171854.97558883188,145874.67077311024,74203.36595738854,119712.06114166687,156352.7563259452,158662.4515102235,147673.14669450183,144206.84187878016,137223.53706305852,153641.23224733683,112115.92743161516,78533.62261589347,145328.31780017182,126462.01298445015,88490.70816872848,113795.4033530068,79985.09853728511,120629.79372156344,87234.57445867675,149284.18409012008,104577.87927439844,111844.66001151173,,,,,
8,1000269815.0,0.0,62090.74398245434,-290.0558575389217,229.035,56.3677,-55.7128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39418.12006048208,8628.815244760393,4291.510429038724,0.0,0.0,0.0,0.0,91258.98635043036,94055.6815347087,49129.37671898703,152969.0719032653,70585.76708754367,52669.46227182199,33431.157456100336,55592.85264037867,17321.54782465697,43639.24300893533,58755.93819321363,55401.63337749195,73918.3285617703,59332.02374604864,71681.71893032696,85493.41411460527,148380.1092988836,160720.80448316195,115198.49966744024,112190.19485171858,120583.89003599693,82220.58522027523,95389.28040455356,142485.97558883188,126081.67077311024,114779.36595738854,96843.06114166687,133212.7563259452,123896.45151022352,108736.14669450183,142935.84187878016,137130.53706305852,166972.23224733683,160552.92743161516,134010.6226158935,142172.31780017182,128494.01298445015,159966.70816872848,147792.4033530068,144866.0985372851,164470.79372156344,164383.48890584178,185411.18409012008,186577.87927439844,207714.57445867674,132949.2696429551,131178.96482723343,152293.66001151173
9,1000224695.0,0.0,45303.016848682426,-294.4619367515891,173.77700000000002,57.3605,-58.0183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54315.77784914216,55849.473033420465,42994.16821769881,34021.86340197713,18779.558586255473,50836.2537705338,50880.948954812135,55539.64413909044,52537.33932336877,69813.03450764711,80185.72969192543,105152.42487620378,124428.12006048208,130757.8152447604,123224.51042903872,148667.20561331708,168283.9007975954,149145.59598187375,170944.29116615205,105401.98635043036,141670.6815347087,141486.876718987,141303.0719032653,151438.76708754367,151556.46227182198,131445.15745610034,123553.85264037867,103913.54782465697,112513.24300893533,72922.93819321363,73326.63337749195,44411.32856177029,63766.02374604864,63463.718930326955,47236.41411460527,31524.109298883588,32189.804483161934,31000.499667440235,37910.19485171858,36105.89003599693,0.0,30659.28040455356,930.9755888318759,0.0,9121.365957388538,34457.06114166687,14916.7563259452,30167.451510223516,6807.146694501833,12059.841878780178,9745.53706305851,13702.23224733684,22955.927431615157,50175.62261589347,43288.31780017182,39704.01298445015,20406.70816872848,21900.403353006797,24087.098537285114,9269.793721563445,24777.488905841776,15362.184090120092,15436.879274398438,7162.574458676754,0.0,5071.964827233431,0.0,,
10,1000223540.0,2.0,110000.19493059147,297.10460956813057,175.59599999999998,91.7265,-61.4878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43919.606743472206,44553.30192775052,35258.997112028825,50892.69229630717,47827.3874805855,0.0,44794.77784914216,53914.473033420465,54662.16821769881,61330.86340197713,83819.55858625547,57443.2537705338,62346.948954812135,98074.64413909044,78315.33932336877,91834.03450764711,118848.72969192543,123919.42487620378,153052.12006048206,133231.8152447604,105802.51042903872,198818.20561331708,162675.9007975954,237859.59598187375,209742.29116615205,217534.98635043035,247579.6815347087,281083.376718987,207362.0719032653,259335.76708754367,234066.46227182198,174844.15745610034,189508.85264037867,224686.54782465697,228286.24300893533,209049.93819321363,215995.63337749196,207899.3285617703,199930.02374604862,198544.71893032696,244522.4141146053,191359.1092988836,192335.80448316195,185101.49966744025,181457.19485171858,166824.8900359969,211310.5852202752,185934.28040455357,137585.97558883188,111544.67077311024,158297.36595738854,128948.06114166687,106064.7563259452,124958.45151022352,113822.14669450183,107966.84187878018,88292.53706305851,117297.23224733684,88506.92743161516,103513.62261589347,83101.31780017182,89716.01298445015,98808.70816872848,109975.4033530068,80508.09853728511,76461.79372156344,63292.488905841776,76542.18409012009,82159.87927439844,67668.57445867675,89459.26964295509,85334.96482723343,82697.66001151173,,
11,1000223912.0,0.0,59659.22035227132,-305.09296512409895,197.912,56.5758,-56.0745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15929.43563780225,15158.130822080566,25871.826006358868,11860.521190637213,12515.216374915544,0.0,39021.606743472206,78677.30192775052,66333.99711202882,66848.69229630717,89119.3874805855,69821.08266486383,59011.77784914216,53061.473033420465,62272.16821769881,64440.86340197713,125003.55858625547,115114.2537705338,94267.94895481213,92188.64413909044,56190.33932336877,80685.03450764711,71378.72969192543,54165.424876203775,72144.12006048208,72040.8152447604,58080.510429038724,98397.20561331707,66317.90079759539,60569.59598187373,63864.291166152034,72970.98635043036,105388.6815347087,99186.37671898703,113685.07190326533,124867.76708754367,96745.46227182199,107368.15745610034,118486.85264037867,119119.54782465697,111344.24300893533,97530.93819321363,102755.63337749195,72742.3285617703,108655.02374604864,105552.71893032696,79528.41411460527,68298.10929888359,48415.80448316193,70160.49966744024,25305.19485171858,68441.89003599693,66685.58522027523,34923.28040455356,0.0,37581.670773110236,40453.36595738854,51199.06114166687,38482.7563259452,50744.45151022352,59956.14669450183,65208.84187878018,49980.53706305851,77153.23224733684,77852.92743161516,82346.62261589347,64271.31780017182,70714.01298445015,80539.70816872848,45141.4033530068,50140.098537285114,12801.793721563445,38743.488905841776,50360.18409012009,29177.879274398438,44539.574458676754,64071.269642955085,49398.96482723343,90641.66001151173,,
12,1000223866.0,2.0,102207.56259131695,-308.51215462041387,208.752,56.2546,-58.5414,0.0,0.0,0.0,0.0,0.0,24446.264532132263,0.0,0.0,48151.35008496727,0.0,39065.740453523904,92774.43563780225,113710.13082208057,65083.82600635887,94347.52119063721,82742.21637491554,74115.91155919386,90905.6067434722,72208.30192775052,92598.99711202882,85854.69229630717,89372.3874805855,46280.08266486383,83474.77784914216,141621.47303342045,123094.16821769881,154860.8634019771,142618.55858625547,106078.2537705338,77212.94895481213,107356.64413909044,113838.33932336877,119557.03450764711,97030.72969192543,117204.42487620378,117299.12006048208,120839.8152447604,217131.51042903872,154292.20561331708,158770.9007975954,129275.59598187373,180006.29116615205,131900.98635043035,158822.6815347087,169787.376718987,154742.0719032653,164143.76708754367,165714.46227182198,175176.15745610034,172290.85264037867,178059.54782465697,137874.24300893533,172891.93819321363,146152.63337749196,165437.3285617703,169733.02374604862,166679.71893032696,130748.41411460527,140169.1092988836,130629.80448316193,137181.49966744025,161935.19485171858,148577.8900359969,111870.58522027523,155571.28040455357,142480.97558883188,101958.67077311024,83778.36595738854,118826.06114166687,105243.7563259452,88444.45151022352,55779.14669450183,108715.84187878018,75982.53706305851,73698.23224733684,63070.92743161516,96955.62261589347,90199.31780017182,54462.01298445015,63911.70816872848,64513.4033530068,88732.09853728511,35672.793721563445,40236.488905841776,60912.18409012009,71911.87927439844,66409.57445867675,108853.26964295509,114488.96482723343,104130.66001151173
13,1000223637.0,0.0,75010.00295290313,313.9695586738786,155.618,92.5961,-63.3021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29664.082664863832,35090.77784914216,44000.473033420465,41452.16821769881,39517.86340197713,40105.55858625547,61417.2537705338,60349.948954812135,63351.64413909044,56869.33932336877,59020.03450764711,84072.72969192543,49034.424876203775,85719.12006048208,110612.8152447604,105513.51042903872,119105.20561331707,102747.90079759539,69260.59598187373,155713.29116615205,138992.98635043035,122920.6815347087,138066.376718987,84464.07190326533,93836.76708754367,86251.46227182199,71339.15745610034,113782.85264037867,111351.54782465697,119879.24300893533,125372.93819321363,127433.63337749195,80415.3285617703,94514.02374604864,113233.71893032696,114151.41411460527,83119.10929888359,95865.80448316193,102462.49966744024,118253.19485171858,133389.8900359969,84578.58522027523,121891.28040455356,103076.97558883188,98329.67077311024,91993.36595738854,87244.06114166687,107840.7563259452,115541.45151022352,101758.14669450183,88652.84187878018,76447.53706305851,165170.23224733683,125624.92743161516,131790.6226158935,159479.31780017182,117555.01298445015,106126.70816872848,117960.4033530068,105384.09853728511,101842.79372156344,76231.48890584178,74206.18409012009,61998.87927439844,54608.574458676754,51757.269642955085,95950.96482723343,71092.66001151173,,,,,
14,1000223542.0,2.0,188293.99904085902,324.2553006231512,196.826,92.0718,-60.333,22445.17897929727,27178.87416357563,32215.56934785396,59192.26453213226,70502.95971641061,53539.654900688925,114569.35008496727,118552.04526924557,117589.7404535239,124966.43563780225,76331.13082208057,129307.82600635887,120043.52119063721,106556.21637491554,132814.91155919386,142468.60674347222,165200.30192775052,143216.99711202882,172301.69229630718,165239.3874805855,168250.08266486385,126501.77784914216,156066.47303342045,154852.1682176988,169065.8634019771,139762.55858625547,155587.2537705338,178367.94895481213,172792.64413909044,179534.33932336877,182028.0345076471,199638.72969192543,125348.42487620378,199994.12006048206,161807.8152447604,142049.51042903872,175858.20561331708,189848.9007975954,165203.59598187375,167425.29116615205,197257.98635043035,207585.6815347087,152164.376718987,164148.0719032653,165610.76708754367,132540.46227182198,158258.15745610034,164941.85264037867,180030.54782465697,178611.24300893533,158012.93819321363,202088.63337749196,195732.3285617703,203560.02374604862,220010.71893032696,248101.4141146053,228564.1092988836,240271.80448316195,202138.49966744025,285343.1948517186,254296.8900359969,225742.5852202752,310310.2804045536,218138.97558883188,226615.67077311024,253031.36595738854,292949.06114166684,296263.75632594514,299578.4515102235,307088.14669450186,246327.84187878016,277990.5370630585,273726.2322473368,239993.92743161516,216279.6226158935,223846.31780017182,234361.01298445015,298937.7081687285,229229.4033530068,229878.0985372851,213336.79372156344,280656.4889058418,279271.1840901201,235876.87927439844,311969.57445867674,273742.2696429551,289955.96482723346,241287.66001151173,,
